Demon Tongue (2016), Horror,21-Jun-16,USA,,2.3,85 min,English,"$100,000 ","Directed by Gavin Rapp. With Jack Davis, Debbie College, Seth Gontkovic, Jessica Long. Four paranormal students get much more than they bargained for at a secluded beach volleyball complex."
Depth (2016), Horror| Sci-Fi,2016,USA,,7.2,,English,"$300,000 ","Directed by Don Thacker. With Trin Miller, Josh Truax, Brian Lewis, Rachelle Henry."
Parasitic (2012), Horror| Sci-Fi,26-Jun-12,USA,R,2.2,79 min,English,,"Directed by Tim Martin. With Camille Balsamo, Amanda Beck, Carrie Carnes, Miguel de la Rosa. A group of friends become trapped inside a nightclub with an unseen terror. Unable to escape, one at a time they fall victim to the ravenous, bloodthirsty beast."
True Love Ways (2015), Horror| Thriller,1-Oct-15,Germany,,5.7,95 min,German,,"Directed by Mathieu Seiler. With Anna Hausburg, David C. Bunners, Kai Michael Müller, Michael Greiling. After a recurring dream Séverine decides she needs to get away from her boyfriend Tom for a couple of days. Tom makes a deal with a man he meets at a bar: Séverine will be kidnapped. Tom rescues her from the clutches of the kidnappers, and will become her savior. However what Tom does not know is that his new made friend has a different plan with Séverine. Faced with violent criminals and her own..."
Hole (2010), Crime| Horror| Thriller,24-Nov-15,USA,,4.9,94 min,English,,"Directed by Joaquin Montalvan. With Jim Barile, Randall Barnes, Charlotte Bjornbak, Alina Bolshakova. Ed Kunkle is a convicted felon tormented by his own demons. Eve Adams is a single woman trying to cope with a tragic loss. Bodie Jameson is the detective looking for answers. All 3 lives intertwine with horrific consequences when their fears come upon them."
Loverboy (2012), Horror| Thriller,17-Mar-12,USA,NOT RATED,5.1,93 min,English,,"Directed by Erica Summers. With Kaitlyn Ale, Mildred Ciraco, Vincent Ciraco, Dorian Council. When Lauren Reynolds, a beautiful girl with a painful home life, breaks it off with her drug-addict ex, Matt, she is ready to give up on dating all together. Between raising her two younger brothers, working a meaningless nine-to-five with her best friend, and trying to talk sense into her physically abused mother, Lauren doesn't have much time or desire for a new man. Things change when Lauren ..."
The Litch (2017), Horror,2017,USA,,,,English,"$80,000 ","Directed by James Balsamo. With James Balsamo, Dave Stein, Tom Sizemore, Debra Lamb. An undead zombie wizard known as ""The Litch"" is hell-bent on devouring his victims and possessing the weak when his sacred crystal is stolen by a small-time crook and his crew of big-breasted witches. The Litch uses its power to transform into slimy mutant creatures, spilling gallons of blood from his victims on his quest to retrieve the crystal in order to rule the four worlds. Vinnie Crowley ..."
House with 100 Eyes (2013), Horror,2013,USA,NOT RATED,4.6,75 min,English,,"Directed by Jay Lee, Jim Roof. With Jim Roof, Shannon Malone, Larissa Lynch, Liz Burghdorf. Ed and Susan appear to be a normal loving couple, however, they are far from it. They are snuff filmmakers and want to make the first ever triple feature; Three victims, three kills, all in one night. In order to provide their fans with everything you'd get on a straight DVD, they have rigged their entire house with cameras and audio for your viewing pleasure. Ed's plan slowly unravels and it all..."
3 A.M. 3D: Part 2 (2014), Horror,16-Jan-14,Thailand,,5.1,105 min,Thai,,"Directed by Isara Nadee, Kirati Nakintanon, Putipong Saisikaew. With Sinjai Plengpanich, Supanart Jittaleela, Ray MacDonald, Thawat Pornrattanaprasert. 'The Third Night' follows a series of events that occur after a motorcycle gang leader by the name of Rang dies. 'The Convent' is about an all-girl convent school where occasionally the sound of someone playing a piano is heard from the old abandon chapel. 'The Offering' is about a shop that sells paper money and offerings to the dead."
Da Possessed (2014), Comedy| Horror,19-Apr-14,Philippines,,5.9,120 min,Filipino|Tagalog,,"Directed by Joyce Bernal. With Vhong Navarro, Solenn Heussaff, John Lapus, Empoy Marquez. A cowardly man unwittingly unleashes three spirits seeking revenge against the family he works for. The spirits take turns taking over his body, causing all sorts of mischief along the way."
Sacrament (2014), Drama| Horror| Thriller,7-Jul-14,USA,,3.5,105 min,English,"$25,000 ","Directed by Shawn Ewert. With Avery Pfeiffer, Troy Ford, Brittany Badali, Amanda Rebholz. Leaving the city behind for a weekend of booze, bud and bonding at the coast, seven friends find themselves stranded en route to the Gulf Coast of Texas when a big storm interferes with their plans. The town of Middle Spring is more than happy to welcome them with open arms, however; located in the rhinestone buckle of the Bible Belt, Middle Spring is smack-dab in the middle of a big barbecue and..."
Angels Fallen (2017), Horror,2017,USA,,,,English,,"Directed by Ali Zamani. With Michael Madsen, Nicola Posener, Houston Rhines, William Legue."
Bilocation (2013), Drama| Horror| Mystery,18-Jan-14,Japan,,6.3,,Japanese,,"Directed by Mari Asato. With Asami Mizukawa, Yôsuke Asari, Chûkichi Kubo, Maiko. ""Bilocation"" is a supernatural phenomenon in which an individual appears in two different places at the same time, which has been reported historically worldwide. What if your alter ego exceeds your experience and ability? And what if he/she tries to prevent you from standing in the way of him/her? Can you accept it, or will you kill the other ""you""? Bilocation depicts the nightmare of an alter ..."
Visitantes (2014), Horror,18-Dec-14,Mexico,,4.9,100 min,Spanish,"  MXN 12,500,000  ","Directed by Acán Coen. With Kate del Castillo, Raúl Méndez, Osvaldo de León, Aurora Papile. A regular family starts seeing apparitions of horrible ghosts, making them go crazy and turn against themselves."
Dracula 2012 (2013), Horror,8-Feb-13,India,,2.5,137 min,Tamil|Malayalam|Hindi|English,"  INR 200,000,000  ","Directed by Vinayan. With Thilakan, Shradha Das, Monal Gajjar, Nassar. The film is a horror film which is based on Bram Stoker's famous novel Dracula. Set in South India, the film shows the arrival of dracula and the series of deaths thereafter. When the secret of dracula opens to a few Mantriks, they set out to search and destroy him but do they succeed in this endeavor forms the story of the film."
The House Across the Street (2013), Horror| Thriller,10-Apr-15,USA,NOT RATED,3.5,93 min,English,,"Directed by Arthur Luhn. With Ethan Embry, Eric Roberts, Courtney Gains, Alex Rocco. A woman notices some very disturbing things about her new small town neighborhood. With the help of a police officer who also thinks that the town is hiding something, she attempts to unravel the sinister mystery."
Grimmerson Manor (2017), Horror| Thriller,31-Oct-17,USA,,,,English,,"Directed by Rob Marchitti. With Taylor Dooley, Sasha Jackson, Vanessa Ross, Devanny Pinn. When guests are stranded in a remote hotel during a windstorm, they find themselves at the mercy of an unknown killer determined to murder every last soul."
Murder in Miami (2014), Horror| Mystery| Thriller,18-Feb-14,USA,NOT RATED,5.4,87 min,English,,"Directed by Will Vázquez. With Joseph Myers, Caroline Gutierrez, Oscar A. Diaz, Andy Sottilare. In modern Miami, gleaming new condo skyscrapers become the backdrop to this Film Noir thriller. After several beautiful models are murdered by a disguised serial killer, a young and successful fashion photographer becomes the prime suspect. As more women are murdered, he finds himself in a race to clear his name and save his own life, and in the process, uncovers some dark secrets hidden behind ..."
Mumbai 125 KM 3D (2014), Adventure| Horror| Mystery| Thriller,17-Oct-14,India,,2.9,100 min,Hindi,"  INR 200,000,000  ","Directed by Hemant Madhukar. With Karanvir Bohra, Vedita Pratap Singh, Veena Malik, Joe Debroy. On their way to a New Year's Eve party in Mumbai, a group of five friends encounter supernatural occurrences on a highway, 125 kilometres outside the city."
The Nanabijou Tapes (2014), Horror| Mystery| Thriller,15-Aug-14,USA,,7.9,80 min,English,  CAD 300  ,"Directed by Chris Borgo. With Jeremy Siegfried, Steve Jankovic, Ryan Graham, Chris Borgo. In 2010, Four documentary filmmakers travel to Thunder Bay, Ontario, Canada in search of clues regarding the ancient myth of Nanabijou, and missing persons cases. Their journey brings them to the Sleeping Giant Provincial park, where they find themselves victims of a supernatural force. Two months later, their camcorder is found."
Bad Building (2015), Horror,6-Aug-15,USA,NOT RATED,3,75 min,English,,"Directed by Philip Granger. With Simone Alexander, Jimmy Breau, Kindall Charters, Bram Costello. The Desmond has stood empty for years. With a history of fires, murders and madness not even squatters will go there. But now Johnny Craig, host of 'America's Most Haunted', is going to host a prime-time special there."
The Flaying (2012), Fantasy| Horror| Thriller,17-Jul-12,Argentina,,4.9,80 min,Spanish,"$10,000 ","Directed by Nicolás Amelio-Ortiz. With Olivia Tykocki, Juan Sebastian Alvarez Windey, Celeste Subatin, Emilio Martin. Four teenage friends go on a road trip through Argentina. On their way, they find a castle left abandoned in the middle of a forest. They decide to investigate further, only to discover it's gruesome secrets and former residents."
Bunni (2013), Horror,14-Sep-13,USA,,4.2,60 min,English,"$2,000 ","Directed by Daniel Benedict. With Sara Ammons, Daniel Benedict, Johnny Bilson, Eli Blue. Following a Halloween party, an attractive girl and her friends must fight to escape the nightmarish dwelling of a twisted killer with a dark secret."
Seventy-Nine (2013), Action| Horror| Mystery| Sci-Fi| Thriller,8-Jun-17,USA,,3.8,82 min,English,,"Directed by Filip Maciejewicz. With Adrian Voo, Bo Linton, Athena Baumeister, Velta Moore. In an abandoned asylum, doctors carry out secret experiments on unsuspecting patients. The experiments, codenamed Limes, are designed to cure violent episodes through new methods of brainwashing and mind manipulation."
Hush Up Sweet Charlotte (2015), Comedy| Horror,16-Oct-15,USA,TV-14,6.6,95 min,English,"$500,000 ","Directed by William Clift. With Mink Stole, Jesse Pepe, David Millbern, Jason Stuart. Old Charlotte Holler is about to lose everything, especially her mind."
Paranoia Tapes (2017), Horror,11-Jul-17,USA,,4.7,92 min,English,"$3,000 ","Directed by Chad Clinton Freeman, Amy Hesketh, Aaron Normand. With Paige Lauren Billiot, Kasey Connolly, Autumn Duncan, Nicola Fiore. From the creators of After the Dawn, L.A. Maniac, Play Hooky, and Dirty B.O. , Comes a found footage movie that will surely put you on the edge of your seats. With the inspiration of true stories, Jack Hunter's PARANOIA TAPES will send a chill down the bottom of your spine."
Valentine DayZ (2017), Horror,2017,USA,,,,English,,"Directed by Mark Allen Michaels. With Dallas Valdez, Carrie Keagan, Robert Allen Mukes, Tatiana Romao."
Voodoo Possession (2014), Drama| Horror| Mystery,14-Jan-14,USA,UNRATED,2.4,94 min,English,,"Directed by Walter Boholst. With Danny Trejo, Ryan Caltagirone, Kerry Knuppe, David Thomas Jenkins. Imagine an insatiable demon that feeds on blood, thrives on pain, and reaches from beyond the grave to torment the living...and the dead. For believers and skeptics alike, there is nothing in this world or the next to rival the relentless evil of a Voodoo Possession. Burdened since childhood with a gnawing sense of guilt, cynical Aiden Chase journeys to a Haitian insane asylum in search of his ..."
Diane (2017), Crime| Drama| Horror| Mystery| Thriller,28-Oct-17,USA,,5.6,82 min,English,,"Directed by Michael Mongillo. With Jason Alan Smith, Carlee Avers, Margaret Rose Champagne, Dick Boland. When a disabled war veteran discovers the dead body of a beautiful singer in his back yard, his fascination with her photographic image soon turns to obsession."
Entrance (2012), Drama| Horror| Thriller,18-May-12,USA,NOT RATED,4.8,83 min,English,,"Directed by Dallas Richard Hallam, Patrick Horvath. With Suziey Block, Karen Baird, Farley Burge, Karen Gorham. ENTRANCE is about the limits of our perception, how the things lurking on the periphery of our lives can lead to horrific conclusions; about how she fell out of love with the city, but it wouldn't let her go."
7th and Westlake: Nino's Revenge (2017), Horror,31-Oct-17,USA,,,,English,"$10,000 ","Directed by Michael H Royal. With Omar Gooding, Samuel Monroe Jr., Dashun Woodard, Richard Baker. Inter city horror movie hood film drugs action and alot more"
